CustomerKey,LastPurchase,FirstPurchase,FrequencyOrders,MonetaryValue,UnitsPurchased,ActiveMonths,Country,RecencyDays,AverageOrderValue,TenureDays,PurchaseCadenceDays,Cluster,Segment
15551,2023-11-03 12:37:00,2023-11-03 12:37:00,1,436.06,218,1,United Kingdom,37,436.06,0,,0,Occasional
15552,2023-05-06 14:47:00,2023-05-06 14:47:00,1,90.12,60,1,United Kingdom,218,90.12,0,,3,At Risk
15553,2023-10-10 14:02:00,2023-10-10 14:02:00,1,428.93,449,1,United Kingdom,61,428.93,0,,3,At Risk
15554,2023-03-07 09:00:00,2023-03-07 09:00:00,1,217.2,74,1,United Kingdom,278,217.2,0,,3,At Risk
15555,2023-11-27 16:19:00,2022-12-05 14:45:00,16,4794.86,4427,9,United Kingdom,13,299.67875,357,23.8,2,Champions
15556,2023-11-15 16:08:00,2023-11-15 16:08:00,1,279.77,236,1,United Kingdom,25,279.77,0,,0,Occasional
15557,2023-11-11 12:46:00,2023-11-11 12:46:00,1,468.91,213,1,United Kingdom,29,468.91,0,,0,Occasional
15561,2023-11-28 11:07:00,2023-05-08 11:38:00,4,800.59,267,3,United Kingdom,12,200.1475,203,67.66666666666667,0,Occasional
15562,2022-12-23 09:55:00,2022-12-23 09:55:00,1,134.55,39,1,United Kingdom,352,134.55,0,,3,At Risk
15563,2023-11-17 14:50:00,2022-12-16 11:27:00,4,1400.44,1501,3,United Kingdom,23,350.11,336,112.0,1,Loyal Growth
15565,2023-10-20 14:33:00,2023-09-30 10:44:00,2,173.16,60,2,United Kingdom,51,86.58000000000001,20,20.0,3,At Risk
15567,2023-11-21 10:48:00,2023-11-21 10:48:00,1,186.01,223,1,United Kingdom,19,186.01,0,,0,Occasional
15568,2023-12-07 11:27:00,2023-09-27 14:37:00,3,758.29,461,3,United Kingdom,3,252.76333333333332,70,35.0,0,Occasional
15569,2023-08-28 10:15:00,2023-01-11 13:26:00,5,1375.71,666,3,United Kingdom,104,275.142,228,57.0,1,Loyal Growth
15570,2023-12-02 14:47:00,2022-12-05 12:57:00,12,4148.82,2063,8,United Kingdom,8,345.73500000000007,362,32.90909090909091,2,Champions
15571,2023-11-28 10:02:00,2023-09-22 13:15:00,4,650.4300000000001,264,2,United Kingdom,12,162.60750000000002,66,22.0,0,Occasional
15572,2023-12-05 10:09:00,2023-03-06 14:44:00,7,2533.42,1213,5,United Kingdom,5,361.9171428571429,273,45.5,2,Champions
15573,2023-11-08 11:38:00,2023-09-15 12:16:00,2,591.1899999999999,355,2,United Kingdom,32,295.59499999999997,53,53.0,0,Occasional
15574,2023-06-15 12:01:00,2022-12-02 15:46:00,4,675.64,332,2,United Kingdom,178,168.91,194,64.66666666666667,1,Loyal Growth
15576,2023-11-02 12:03:00,2023-11-02 12:03:00,1,921.37,394,1,United Kingdom,38,921.37,0,,0,Occasional
15577,2023-07-11 17:03:00,2023-02-07 13:32:00,3,258.88,89,2,United Kingdom,152,86.29333333333334,154,77.0,3,At Risk
15578,2023-06-30 13:03:00,2023-06-30 13:03:00,1,127.1,52,1,United Kingdom,163,127.1,0,,3,At Risk
15579,2023-10-02 12:45:00,2023-01-30 12:09:00,2,327.6,117,2,United Kingdom,69,163.8,245,245.0,3,At Risk
15581,2023-08-11 09:38:00,2022-12-08 14:38:00,13,3675.77,283,6,United Kingdom,121,282.7515384615385,245,20.416666666666668,1,Loyal Growth
15582,2023-11-15 09:55:00,2023-05-03 13:36:00,3,682.9100000000001,453,3,United Kingdom,25,227.63666666666668,195,97.5,0,Occasional
15584,2023-11-16 10:55:00,2023-06-30 16:39:00,4,720.86,313,4,United Kingdom,24,180.215,138,46.0,1,Loyal Growth
15585,2023-06-16 08:38:00,2023-06-16 08:38:00,1,455.3,320,1,United Kingdom,177,455.3,0,,3,At Risk
15587,2023-10-20 13:37:00,2022-12-23 09:59:00,4,913.6800000000001,312,4,United Kingdom,51,228.42,301,100.33333333333333,1,Loyal Growth
15589,2023-03-29 09:54:00,2023-02-02 10:46:00,3,478.53000000000003,243,2,United Kingdom,256,159.51,54,27.0,3,At Risk
15592,2023-10-24 08:59:00,2023-10-24 08:59:00,1,388.58,354,1,United Kingdom,47,388.58,0,,0,Occasional
15593,2023-09-30 11:46:00,2023-09-30 11:46:00,1,199.8,60,1,United Kingdom,71,199.8,0,,3,At Risk
15594,2023-11-24 08:53:00,2023-04-19 10:08:00,5,1771.78,983,3,United Kingdom,16,354.356,218,54.5,1,Loyal Growth
15596,2023-08-31 10:55:00,2022-12-09 16:10:00,5,1406.59,561,5,United Kingdom,101,281.318,264,66.0,1,Loyal Growth
15597,2023-11-04 13:26:00,2023-11-04 13:26:00,1,324.57,279,1,United Kingdom,36,324.57,0,,0,Occasional
15598,2023-10-17 16:04:00,2023-10-17 16:04:00,1,240.68,160,1,United Kingdom,54,240.68,0,,3,At Risk
15599,2023-11-13 11:44:00,2023-05-19 13:05:00,2,761.74,718,2,United Kingdom,27,380.87,177,177.0,0,Occasional
15601,2023-11-28 15:15:00,2022-12-02 10:39:00,14,6776.56,4983,10,United Kingdom,12,484.04,361,27.76923076923077,2,Champions
15602,2023-12-01 14:14:00,2022-12-06 15:35:00,9,1297.8700000000001,1137,6,United Kingdom,9,144.20777777777778,359,44.875,2,Champions
15603,2023-09-22 10:04:00,2023-09-22 10:04:00,1,48.480000000000004,96,1,United Kingdom,79,48.480000000000004,0,,3,At Risk
15604,2023-10-18 14:47:00,2023-10-18 14:47:00,1,216.39,159,1,United Kingdom,53,216.39,0,,3,At Risk
15605,2023-11-03 14:17:00,2022-12-01 13:38:00,5,1198.23,441,5,United Kingdom,37,239.64600000000002,337,84.25,1,Loyal Growth
15606,2023-10-09 15:47:00,2023-01-19 12:07:00,9,2920.16,892,7,United Kingdom,62,324.4622222222222,263,32.875,1,Loyal Growth
15607,2023-01-07 12:44:00,2023-01-07 12:44:00,1,104.76,202,1,United Kingdom,337,104.76,0,,3,At Risk
15608,2023-11-11 13:20:00,2023-08-11 09:56:00,4,1093.68,714,3,United Kingdom,29,273.42,92,30.666666666666668,1,Loyal Growth
15609,2023-06-08 13:00:00,2023-06-08 13:00:00,1,298.48,148,1,United Kingdom,185,298.48,0,,3,At Risk
15610,2023-10-19 10:36:00,2023-10-19 10:36:00,1,112.46000000000001,66,1,United Kingdom,52,112.46000000000001,0,,3,At Risk
15611,2023-11-30 12:36:00,2023-01-09 11:32:00,13,1591.45,504,7,United Kingdom,10,122.41923076923078,325,27.083333333333332,2,Champions
15612,2023-11-03 14:52:00,2023-10-09 12:49:00,2,195.15,52,2,United Kingdom,37,97.575,25,25.0,0,Occasional
15615,2023-11-29 14:42:00,2022-12-15 16:21:00,23,10399.74,5508,10,United Kingdom,11,452.1626086956522,348,15.818181818181818,2,Champions
15618,2023-11-07 08:34:00,2023-07-26 10:13:00,4,776.851,454,3,United Kingdom,33,194.21275,103,34.333333333333336,1,Loyal Growth
15619,2023-11-29 08:14:00,2023-11-29 08:14:00,1,336.40000000000003,136,1,United Kingdom,11,336.40000000000003,0,,0,Occasional
15620,2023-10-14 12:41:00,2022-12-16 14:34:00,3,1553.18,915,3,United Kingdom,57,517.7266666666666,301,150.5,1,Loyal Growth
15621,2023-12-05 14:01:00,2023-11-18 11:49:00,4,1293.03,501,2,United Kingdom,5,323.2575,17,5.666666666666667,0,Occasional
15622,2023-10-27 16:44:00,2023-03-02 13:42:00,9,3709.56,1674,5,United Kingdom,44,412.17333333333335,239,29.875,2,Champions
15623,2023-07-21 17:26:00,2023-07-21 17:26:00,1,301.03,125,1,United Kingdom,142,301.03,0,,3,At Risk
15624,2023-08-15 11:38:00,2023-03-28 13:32:00,4,588.13,357,4,United Kingdom,117,147.0325,139,46.333333333333336,1,Loyal Growth
15625,2023-08-28 10:21:00,2023-04-18 14:01:00,4,1534.26,1188,3,United Kingdom,104,383.56499999999994,131,43.666666666666664,1,Loyal Growth
15626,2023-09-26 10:03:00,2023-01-14 10:10:00,2,675.8,766,2,United Kingdom,75,337.9,254,254.0,1,Loyal Growth
15628,2023-12-05 10:24:00,2022-12-08 09:51:00,9,2870.2400000000002,1894,8,United Kingdom,5,318.91555555555556,362,45.25,2,Champions
15630,2023-10-25 15:36:00,2023-05-19 10:16:00,2,1186.35,800,2,United Kingdom,46,593.175,159,159.0,1,Loyal Growth
15632,2023-11-24 09:51:00,2023-03-10 08:29:00,8,3285.31,2109,7,United Kingdom,16,410.66375,259,37.0,2,Champions
15634,2023-11-22 16:28:00,2023-11-22 16:28:00,1,243.55,99,1,United Kingdom,18,243.55,0,,0,Occasional
15636,2023-09-11 11:17:00,2023-03-02 14:50:00,2,724.76,284,2,United Kingdom,90,362.38,192,192.0,1,Loyal Growth
15637,2023-10-18 08:28:00,2023-10-18 08:28:00,1,223.36,128,1,United Kingdom,53,223.36,0,,3,At Risk
15639,2023-07-28 14:30:00,2023-07-28 14:30:00,1,425.32,323,1,United Kingdom,135,425.32,0,,3,At Risk
15640,2023-12-05 14:35:00,2022-12-02 15:40:00,15,12416.11,6572,10,United Kingdom,5,827.7406666666667,367,26.214285714285715,2,Champions
15641,2023-08-26 14:04:00,2022-12-15 14:45:00,4,1887.2,1562,3,United Kingdom,106,471.80000000000007,253,84.33333333333333,1,Loyal Growth
15643,2023-06-01 07:38:00,2023-03-02 14:34:00,3,664.0,246,2,United Kingdom,192,221.33333333333334,90,45.0,3,At Risk
15644,2023-06-26 14:54:00,2023-03-23 15:37:00,4,803.54,550,2,United Kingdom,167,200.885,94,31.333333333333332,1,Loyal Growth
15645,2023-11-21 11:55:00,2023-11-21 11:55:00,1,612.01,256,1,United Kingdom,19,612.01,0,,0,Occasional
15646,2023-07-05 09:53:00,2022-12-02 16:59:00,3,447.64000000000004,394,3,United Kingdom,158,149.21333333333334,214,107.0,3,At Risk
15648,2023-05-19 15:53:00,2023-03-17 18:59:00,2,639.5,218,2,United Kingdom,205,319.75,62,62.0,3,At Risk
15649,2023-01-07 13:34:00,2022-12-07 10:06:00,2,816.0,192,2,United Kingdom,337,408.0,31,31.0,3,At Risk
15651,2023-11-03 08:41:00,2023-03-24 08:56:00,3,646.3,479,2,United Kingdom,37,215.4333333333333,223,111.5,1,Loyal Growth
15652,2023-09-09 14:22:00,2023-09-09 14:22:00,1,337.74,208,1,United Kingdom,92,337.74,0,,3,At Risk
15653,2023-09-08 10:49:00,2023-08-16 09:50:00,2,877.4399999999999,1200,2,United Kingdom,93,438.71999999999997,23,23.0,1,Loyal Growth
15654,2023-11-30 13:08:00,2023-11-13 15:15:00,2,922.53,475,1,United Kingdom,10,461.265,16,16.0,0,Occasional
15655,2023-04-10 15:25:00,2023-04-10 15:25:00,1,560.67,324,1,United Kingdom,244,560.67,0,,3,At Risk
15656,2023-10-25 14:56:00,2023-02-28 15:32:00,4,748.5,343,4,United Kingdom,46,187.125,238,79.33333333333333,1,Loyal Growth
15657,2023-11-17 12:19:00,2023-11-17 12:19:00,1,30.0,24,1,United Kingdom,23,30.0,0,,0,Occasional
15658,2023-06-02 15:22:00,2022-12-02 10:53:00,5,1024.1000000000001,242,5,United Kingdom,191,204.82,182,45.5,1,Loyal Growth
15659,2023-10-27 09:23:00,2023-10-27 09:23:00,1,306.45,111,1,United Kingdom,44,306.45,0,,0,Occasional
15660,2023-11-14 16:58:00,2022-12-09 09:49:00,9,1600.86,1050,6,United Kingdom,26,177.87333333333333,340,42.5,2,Champions
15661,2023-01-26 13:56:00,2023-01-05 12:32:00,2,309.8,236,1,United Kingdom,318,154.89999999999998,21,21.0,3,At Risk
15663,2023-08-25 15:50:00,2023-08-25 15:50:00,1,138.14,106,1,United Kingdom,107,138.14,0,,3,At Risk
15664,2023-10-20 10:57:00,2023-10-20 10:57:00,1,386.43,157,1,United Kingdom,51,386.43,0,,3,At Risk
15665,2023-06-24 14:57:00,2023-04-10 15:09:00,2,2222.21,1654,2,United Kingdom,169,1111.105,74,74.0,1,Loyal Growth
15667,2023-10-31 10:56:00,2023-10-31 10:56:00,1,301.32,240,1,United Kingdom,40,301.32,0,,0,Occasional
15668,2023-05-06 10:39:00,2023-05-06 10:39:00,1,76.32000000000001,72,1,United Kingdom,218,76.32000000000001,0,,3,At Risk
15669,2023-10-30 16:03:00,2023-03-21 09:13:00,4,684.34,342,4,United Kingdom,41,171.085,223,74.33333333333333,1,Loyal Growth
15670,2023-02-16 10:50:00,2023-02-16 10:50:00,1,173.05,91,1,United Kingdom,297,173.05,0,,3,At Risk
15671,2023-11-21 12:43:00,2023-03-14 09:37:00,7,2657.13,1699,5,United Kingdom,19,379.59000000000003,252,42.0,2,Champions
15673,2023-09-12 16:12:00,2023-01-16 16:25:00,4,2726.23,1451,4,United Kingdom,89,681.5575,238,79.33333333333333,1,Loyal Growth
15674,2023-09-27 15:17:00,2023-03-30 09:19:00,5,2446.6,1275,4,United Kingdom,74,489.32000000000005,181,45.25,1,Loyal Growth
15675,2023-09-19 13:48:00,2023-03-04 14:21:00,3,323.69,527,3,United Kingdom,82,107.89666666666666,198,99.0,3,At Risk
15676,2023-11-21 12:40:00,2023-03-01 10:19:00,3,3435.76,2252,2,United Kingdom,19,1145.2533333333333,265,132.5,1,Loyal Growth
15677,2023-10-21 15:36:00,2023-10-21 15:36:00,1,657.23,319,1,United Kingdom,50,657.23,0,,0,Occasional
15678,2023-10-18 09:25:00,2023-10-18 09:25:00,1,352.7,184,1,United Kingdom,53,352.7,0,,3,At Risk
15679,2023-11-15 16:19:00,2023-06-10 08:24:00,4,781.28,1170,3,United Kingdom,25,195.32,158,52.666666666666664,1,Loyal Growth
15680,2023-11-30 13:46:00,2022-12-08 14:43:00,3,1333.68,952,3,United Kingdom,10,444.56,356,178.0,0,Occasional
15681,2023-11-14 16:30:00,2023-03-04 13:46:00,5,1426.16,816,3,United Kingdom,26,285.232,255,63.75,1,Loyal Growth
15683,2023-08-14 12:56:00,2023-08-14 12:56:00,1,193.75,131,1,United Kingdom,118,193.75,0,,3,At Risk
15687,2023-12-01 08:33:00,2023-01-13 15:13:00,9,2993.1,1310,7,United Kingdom,9,332.56666666666666,321,40.125,2,Champions
15689,2023-08-12 09:37:00,2022-12-13 09:57:00,2,254.1,84,2,United Kingdom,120,127.05,241,241.0,3,At Risk
15690,2023-12-05 15:59:00,2023-08-31 11:40:00,2,239.76,408,2,United Kingdom,5,119.88,96,96.0,0,Occasional
15691,2023-04-01 15:13:00,2023-04-01 15:13:00,1,136.8,72,1,United Kingdom,253,136.8,0,,3,At Risk
15692,2023-11-11 14:12:00,2023-11-11 14:12:00,1,191.04,138,1,United Kingdom,29,191.04,0,,0,Occasional
15694,2023-12-09 09:44:00,2022-12-02 07:49:00,14,6479.4,1677,9,United Kingdom,1,462.8142857142857,372,28.615384615384617,2,Champions
15695,2023-03-18 08:32:00,2023-03-18 08:31:00,2,409.98,212,1,United Kingdom,267,204.99,0,0.0,3,At Risk
15696,2023-11-06 14:02:00,2023-01-17 11:24:00,8,2711.11,1015,5,United Kingdom,34,338.88875,293,41.857142857142854,1,Loyal Growth
15699,2023-11-22 08:26:00,2023-11-22 08:26:00,1,309.65,113,1,United Kingdom,18,309.65,0,,0,Occasional
15700,2023-06-20 16:53:00,2023-06-19 15:36:00,2,696.68,357,1,United Kingdom,173,348.34,1,1.0,3,At Risk
15701,2023-12-07 14:39:00,2023-08-21 12:36:00,4,1529.0,912,4,United Kingdom,3,382.25,108,36.0,2,Champions
15703,2023-03-20 10:51:00,2023-03-20 10:51:00,1,211.5,66,1,United Kingdom,265,211.5,0,,3,At Risk
15704,2023-07-22 13:35:00,2023-05-08 12:42:00,4,2293.62,1028,3,United Kingdom,141,573.405,75,25.0,1,Loyal Growth
15705,2023-05-22 15:37:00,2023-05-22 15:37:00,1,143.1,62,1,United Kingdom,202,143.1,0,,3,At Risk
15706,2023-10-07 10:09:00,2023-08-15 14:32:00,4,1060.56,321,3,United Kingdom,64,265.14,52,17.333333333333332,1,Loyal Growth
15707,2023-11-04 14:35:00,2023-09-14 14:19:00,4,916.98,594,3,United Kingdom,36,229.245,51,17.0,1,Loyal Growth
15708,2023-10-30 10:54:00,2022-12-05 11:12:00,7,3235.25,1217,6,United Kingdom,41,462.17857142857144,328,54.666666666666664,1,Loyal Growth
15709,2023-03-01 10:38:00,2023-03-01 10:38:00,1,133.25,121,1,United Kingdom,284,133.25,0,,3,At Risk
15712,2023-11-30 14:09:00,2023-02-25 11:32:00,5,1072.3600000000001,486,5,United Kingdom,10,214.47200000000004,278,69.5,1,Loyal Growth
15713,2023-07-19 13:34:00,2022-12-08 15:16:00,2,356.7,150,2,United Kingdom,144,178.35000000000002,222,222.0,3,At Risk
15714,2023-11-28 11:26:00,2023-09-23 11:25:00,2,330.03000000000003,186,2,United Kingdom,12,165.01500000000001,66,66.0,0,Occasional
15716,2023-07-17 11:59:00,2022-12-05 12:26:00,4,1101.1100000000001,738,4,United Kingdom,146,275.27750000000003,223,74.33333333333333,1,Loyal Growth
15717,2023-04-19 13:21:00,2023-04-19 13:21:00,1,150.3,70,1,United Kingdom,235,150.3,0,,3,At Risk
15719,2023-11-07 12:29:00,2023-01-06 12:31:00,13,5030.07,2718,11,United Kingdom,33,386.92846153846153,304,25.333333333333332,2,Champions
15720,2023-11-15 14:48:00,2023-11-15 14:48:00,1,598.73,281,1,United Kingdom,25,598.73,0,,0,Occasional
15721,2023-11-28 12:14:00,2023-11-28 12:14:00,1,471.40000000000003,388,1,United Kingdom,12,471.40000000000003,0,,0,Occasional
15722,2023-11-04 11:43:00,2023-02-22 12:24:00,5,2211.21,1023,4,United Kingdom,36,442.242,254,63.5,1,Loyal Growth
15723,2022-12-10 11:12:00,2022-12-10 11:12:00,1,190.7,73,1,United Kingdom,365,190.7,0,,3,At Risk
15724,2023-05-22 14:40:00,2023-02-28 10:40:00,2,218.25,73,2,United Kingdom,202,109.125,83,83.0,3,At Risk
15725,2023-11-24 14:51:00,2023-11-24 14:51:00,1,415.25,221,1,United Kingdom,16,415.25,0,,0,Occasional
15727,2023-11-23 12:36:00,2022-12-15 15:47:00,7,5159.06,3063,7,United Kingdom,17,737.0085714285715,342,57.0,2,Champions
15729,2023-05-11 12:36:00,2023-05-11 12:36:00,1,85.0,28,1,United Kingdom,213,85.0,0,,3,At Risk
15730,2023-10-05 12:31:00,2023-05-17 12:43:00,3,1120.88,689,3,United Kingdom,66,373.6266666666667,140,70.0,1,Loyal Growth
15732,2023-05-11 14:24:00,2022-12-02 15:00:00,2,294.12,215,2,United Kingdom,213,147.06,159,159.0,3,At Risk
15733,2023-03-02 09:05:00,2023-03-02 09:05:00,1,162.3,62,1,United Kingdom,283,162.3,0,,3,At Risk
15734,2023-08-17 10:50:00,2023-05-23 14:59:00,2,1339.45,346,2,United Kingdom,115,669.7250000000001,85,85.0,1,Loyal Growth
15737,2023-11-25 11:21:00,2023-04-11 10:01:00,8,1188.1200000000001,597,5,United Kingdom,15,148.51500000000001,228,32.57142857142857,2,Champions
15738,2023-11-21 08:26:00,2022-12-02 12:50:00,16,4812.42,2982,12,United Kingdom,19,300.77625,353,23.533333333333335,2,Champions
15739,2023-10-04 13:42:00,2023-10-04 13:42:00,1,449.12,472,1,United Kingdom,67,449.12,0,,3,At Risk
15740,2023-10-21 14:29:00,2023-10-21 14:29:00,1,154.88,152,1,United Kingdom,50,154.88,0,,3,At Risk
15743,2023-11-23 17:19:00,2023-06-08 10:14:00,4,775.96,214,3,United Kingdom,17,193.99,168,56.0,0,Occasional
15744,2023-09-23 09:52:00,2023-09-23 09:52:00,1,34.8,120,1,United Kingdom,78,34.8,0,,3,At Risk
15745,2023-11-20 13:45:00,2023-04-17 13:04:00,4,1094.59,421,3,United Kingdom,20,273.64750000000004,217,72.33333333333333,1,Loyal Growth
15746,2023-07-28 15:21:00,2023-07-28 15:21:00,1,196.88,178,1,United Kingdom,135,196.88,0,,3,At Risk
15747,2023-11-27 12:26:00,2023-06-20 11:30:00,3,946.64,466,3,United Kingdom,13,315.5466666666666,160,80.0,0,Occasional
15748,2023-10-30 12:51:00,2023-10-30 12:51:00,1,144.36,50,1,United Kingdom,41,144.36,0,,3,At Risk
15749,2023-04-18 13:20:00,2023-01-11 12:55:00,3,44534.3,18028,2,United Kingdom,236,14844.766666666668,97,48.5,1,Loyal Growth
15750,2023-12-07 12:34:00,2022-12-08 10:36:00,8,2463.05,1783,6,United Kingdom,3,307.88125,364,52.0,2,Champions
15752,2023-10-31 11:37:00,2022-12-02 09:43:00,7,2626.6,1960,7,United Kingdom,40,375.2285714285714,333,55.5,1,Loyal Growth
15753,2023-02-08 12:41:00,2023-02-08 12:41:00,1,79.2,144,1,United Kingdom,305,79.2,0,,3,At Risk
15754,2023-10-19 14:40:00,2023-04-07 12:24:00,3,458.57,199,3,United Kingdom,52,152.85666666666668,195,97.5,1,Loyal Growth
15755,2023-11-29 14:57:00,2023-02-18 11:53:00,6,2364.25,1427,5,United Kingdom,11,394.0416666666667,284,56.8,2,Champions
15756,2023-10-09 13:30:00,2023-04-04 14:00:00,4,528.01,241,4,United Kingdom,62,132.0025,187,62.333333333333336,1,Loyal Growth
15757,2023-10-05 12:14:00,2023-05-06 11:40:00,2,714.42,491,2,United Kingdom,66,357.21000000000004,152,152.0,1,Loyal Growth
15758,2023-11-15 10:48:00,2023-11-15 10:48:00,1,205.25,47,1,United Kingdom,25,205.25,0,,0,Occasional
15759,2023-05-05 15:13:00,2022-12-16 15:29:00,3,253.04,60,3,United Kingdom,219,84.34666666666668,139,69.5,3,At Risk
15762,2023-10-05 16:15:00,2023-09-23 15:17:00,2,583.75,251,2,United Kingdom,66,291.875,12,12.0,3,At Risk
15763,2023-11-08 09:44:00,2023-09-23 12:10:00,2,1086.92,271,2,United Kingdom,32,543.46,45,45.0,1,Loyal Growth
15764,2023-09-12 17:58:00,2023-03-08 09:23:00,6,3279.97,2050,4,United Kingdom,89,546.6616666666667,188,37.6,1,Loyal Growth
15766,2023-10-06 17:03:00,2023-10-06 17:03:00,1,315.06,170,1,United Kingdom,65,315.06,0,,3,At Risk
15768,2023-08-16 10:48:00,2023-04-28 09:20:00,3,621.8299999999999,244,3,United Kingdom,116,207.27666666666664,110,55.0,1,Loyal Growth
15769,2023-12-02 13:52:00,2022-12-03 15:16:00,26,56252.72,29672,13,United Kingdom,8,2163.566153846154,363,14.52,2,Champions
15773,2023-12-04 12:48:00,2023-12-04 12:48:00,1,635.6800000000001,311,1,United Kingdom,6,635.6800000000001,0,,0,Occasional
15774,2023-10-02 12:04:00,2023-10-02 12:04:00,1,270.8,87,1,United Kingdom,69,270.8,0,,3,At Risk
15775,2023-04-08 12:56:00,2023-04-08 12:56:00,1,104.9,68,1,United Kingdom,246,104.9,0,,3,At Risk
15776,2023-07-29 13:46:00,2023-07-29 13:46:00,1,241.62,138,1,United Kingdom,134,241.62,0,,3,At Risk
15777,2023-04-12 16:43:00,2022-12-13 16:38:00,4,1047.11,378,3,United Kingdom,242,261.7775,120,40.0,1,Loyal Growth
15780,2023-06-09 12:01:00,2022-12-17 11:43:00,3,475.28000000000003,220,3,United Kingdom,184,158.42666666666668,174,87.0,3,At Risk
15781,2023-11-14 14:57:00,2023-02-07 09:15:00,3,345.46,180,3,United Kingdom,26,115.15333333333335,280,140.0,0,Occasional
15782,2023-11-30 10:49:00,2023-09-11 14:29:00,3,2614.7400000000002,864,3,United Kingdom,10,871.58,79,39.5,1,Loyal Growth
15783,2023-11-29 09:50:00,2023-11-29 09:50:00,1,246.3,212,1,United Kingdom,11,246.3,0,,0,Occasional
15785,2023-11-07 11:33:00,2023-02-17 14:17:00,5,2328.9700000000003,1612,4,United Kingdom,33,465.79400000000004,262,65.5,1,Loyal Growth
15786,2023-10-24 14:13:00,2023-08-17 13:33:00,3,4919.0,3340,2,United Kingdom,47,1639.6666666666667,68,34.0,1,Loyal Growth
15787,2023-11-13 14:55:00,2023-10-09 13:11:00,3,933.26,534,2,United Kingdom,27,311.08666666666664,35,17.5,1,Loyal Growth
15789,2022-12-16 14:35:00,2022-12-16 14:35:00,1,351.3,438,1,United Kingdom,359,351.3,0,,3,At Risk
15790,2023-11-29 14:53:00,2023-11-29 14:53:00,1,218.75,113,1,United Kingdom,11,218.75,0,,0,Occasional
15791,2023-10-27 10:14:00,2023-05-19 15:15:00,2,1612.69,731,2,United Kingdom,44,806.345,160,160.0,1,Loyal Growth
15793,2023-11-25 09:31:00,2023-03-16 10:45:00,3,965.61,553,3,United Kingdom,15,321.87,253,126.5,0,Occasional
15795,2023-07-13 10:43:00,2023-07-13 10:43:00,1,610.01,581,1,United Kingdom,150,610.01,0,,3,At Risk
15796,2023-12-08 19:55:00,2023-02-10 15:40:00,8,2708.61,860,7,United Kingdom,2,338.57625,301,43.0,2,Champions
15797,2023-08-18 17:04:00,2023-01-24 15:47:00,4,2207.4,873,4,United Kingdom,114,551.85,206,68.66666666666667,1,Loyal Growth
15799,2023-09-25 12:46:00,2023-01-09 15:13:00,3,884.14,955,3,United Kingdom,76,294.7133333333333,258,129.0,1,Loyal Growth
15800,2023-08-24 14:23:00,2023-04-07 12:39:00,2,696.89,332,2,United Kingdom,108,348.445,139,139.0,3,At Risk
15801,2023-10-24 13:52:00,2023-08-22 09:53:00,3,1063.95,570,2,United Kingdom,47,354.65000000000003,63,31.5,1,Loyal Growth
15802,2023-07-20 11:38:00,2023-07-20 11:38:00,1,451.42,1,1,United Kingdom,143,451.42,0,,3,At Risk
15803,2023-10-19 14:56:00,2023-10-19 14:56:00,1,415.82000000000005,290,1,United Kingdom,52,415.82000000000005,0,,3,At Risk
15804,2023-12-09 12:31:00,2023-05-25 10:12:00,13,4206.39,2565,8,United Kingdom,1,323.5684615384616,198,16.5,2,Champions
15805,2023-11-16 16:32:00,2022-12-10 09:33:00,17,5488.18,3367,8,United Kingdom,24,322.83411764705886,341,21.3125,2,Champions
15806,2023-10-24 14:35:00,2023-03-08 09:24:00,3,784.58,602,3,United Kingdom,47,261.5266666666667,230,115.0,1,Loyal Growth
15807,2023-10-20 14:10:00,2023-09-23 14:43:00,3,903.9,430,2,United Kingdom,51,301.3,26,13.0,1,Loyal Growth
15808,2023-02-06 14:33:00,2022-12-05 13:05:00,4,3651.27,1305,3,United Kingdom,307,912.8175,63,21.0,1,Loyal Growth
15809,2023-11-03 16:40:00,2023-02-10 11:16:00,5,515.77,301,5,United Kingdom,37,103.154,266,66.5,1,Loyal Growth
15810,2023-09-22 09:38:00,2023-02-16 09:11:00,4,1391.98,861,4,United Kingdom,79,347.995,218,72.66666666666667,1,Loyal Growth
15811,2023-11-17 15:31:00,2022-12-09 15:29:00,6,2218.62,1071,5,United Kingdom,23,369.77,343,68.6,1,Loyal Growth
15812,2023-08-24 14:19:00,2023-01-26 12:12:00,5,1801.14,922,5,United Kingdom,108,360.228,210,52.5,1,Loyal Growth
15813,2023-05-16 08:13:00,2023-04-14 09:09:00,2,1303.9099999999999,603,2,United Kingdom,208,651.9549999999999,31,31.0,1,Loyal Growth
15814,2023-11-23 08:17:00,2023-10-20 09:04:00,4,1945.33,1271,2,United Kingdom,17,486.3325,33,11.0,1,Loyal Growth
15815,2023-10-07 12:42:00,2023-03-25 08:43:00,5,2100.6,1856,5,United Kingdom,64,420.12,196,49.0,1,Loyal Growth
15819,2023-10-21 14:50:00,2023-03-08 09:45:00,4,1905.45,1357,4,United Kingdom,50,476.3625,227,75.66666666666667,1,Loyal Growth
15820,2023-01-24 12:00:00,2023-01-24 12:00:00,1,206.98,128,1,United Kingdom,320,206.98,0,,3,At Risk
15821,2023-10-26 15:48:00,2023-10-09 13:28:00,2,570.96,202,1,United Kingdom,45,285.48,17,17.0,0,Occasional
15822,2023-12-06 14:50:00,2022-12-15 13:38:00,2,885.47,375,2,United Kingdom,4,442.735,356,356.0,0,Occasional
